Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
25,10.0,4.0,12.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,5.0,9.0,3.0,,16.0,13.0,15.0,2.0,,17.0
26,10.0,4.0,12.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,5.0,9.0,3.0,,16.0,13.0,15.0,2.0,,17.0
27,10.0,4.0,12.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,5.0,9.0,3.0,,16.0,13.0,15.0,2.0,,17.0
28,10.0,4.0,12.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,5.0,9.0,3.0,,16.0,13.0,15.0,2.0,,17.0
29,10.0,4.0,13.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,5.0,9.0,3.0,,16.0,12.0,15.0,2.0,,17.0
30,10.0,4.0,13.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,5.0,9.0,3.0,,16.0,12.0,15.0,2.0,,17.0
31,10.0,5.0,13.0,14.0,6.0,18.0,1.0,7.0,8.0,11.0,4.0,9.0,3.0,,16.0,12.0,15.0,2.0,,17.0
32,10.0,6.0,13.0,14.0,5.0,18.0,1.0,7.0,8.0,11.0,4.0,9.0,3.0,,15.0,12.0,16.0,2.0,,17.0
33,10.0,6.0,13.0,14.0,5.0,18.0,1.0,7.0,8.0,11.0,4.0,9.0,3.0,,15.0,12.0,16.0,2.0,,17.0
34,10.0,6.0,13.0,14.0,5.0,18.0,1.0,8.0,7.0,11.0,4.0,9.0,3.0,,15.0,12.0,16.0,2.0,,17.0
35,10.0,6.0,13.0,14.0,5.0,18.0,1.0,8.0,7.0,11.0,4.0,9.0,3.0,,15.0,12.0,17.0,2.0,,16.0
36,10.0,6.0,13.0,14.0,5.0,18.0,1.0,9.0,7.0,11.0,4.0,8.0,3.0,,15.0,12.0,17.0,2.0,,16.0
37,10.0,6.0,13.0,14.0,5.0,18.0,1.0,9.0,7.0,11.0,3.0,8.0,4.0,,15.0,12.0,17.0,2.0,,16.0
38,10.0,6.0,13.0,14.0,5.0,18.0,1.0,9.0,7.0,11.0,3.0,8.0,4.0,,15.0,12.0,17.0,2.0,,16.0
39,9.0,5.0,12.0,13.0,4.0,17.0,1.0,8.0,6.0,10.0,2.0,7.0,3.0,,14.0,11.0,16.0,,,15.0
40,7.0,12.0,9.0,11.0,4.0,17.0,1.0,16.0,5.0,8.0,2.0,6.0,3.0,,13.0,10.0,15.0,,,14.0
41,7.0,13.0,11.0,10.0,4.0,16.0,1.0,17.0,5.0,8.0,2.0,6.0,3.0,,12.0,9.0,15.0,,,14.0
42,7.0,13.0,11.0,10.0,4.0,16.0,1.0,17.0,5.0,8.0,2.0,6.0,3.0,,12.0,9.0,15.0,,,14.0
43,7.0,13.0,11.0,10.0,4.0,17.0,1.0,16.0,5.0,8.0,2.0,6.0,3.0,,12.0,9.0,15.0,,,14.0
44,7.0,13.0,11.0,10.0,4.0,17.0,1.0,16.0,5.0,8.0,2.0,6.0,3.0,,12.0,9.0,15.0,,,14.0
45,7.0,13.0,11.0,10.0,4.0,17.0,1.0,16.0,5.0,8.0,2.0,6.0,3.0,,12.0,9.0,15.0,,,14.0
46,7.0,12.0,11.0,10.0,4.0,17.0,1.0,15.0,5.0,8.0,2.0,6.0,3.0,,13.0,9.0,16.0,,,14.0
47,7.0,12.0,11.0,10.0,4.0,17.0,1.0,15.0,5.0,8.0,2.0,6.0,3.0,,13.0,9.0,16.0,,,14.0
48,7.0,12.0,11.0,10.0,4.0,17.0,1.0,15.0,5.0,8.0,2.0,6.0,3.0,,13.0,9.0,16.0,,,14.0
49,7.0,12.0,11.0,10.0,4.0,17.0,1.0,15.0,5.0,8.0,2.0,6.0,3.0,,13.0,9.0,16.0,,,14.0
50,7.0,12.0,11.0,10.0,4.0,17.0,1.0,15.0,5.0,8.0,2.0,6.0,3.0,,13.0,9.0,16.0,,,14.0
51,7.0,12.0,11.0,9.0,4.0,17.0,1.0,14.0,5.0,8.0,2.0,6.0,3.0,,15.0,10.0,16.0,,,13.0
52,7.0,12.0,10.0,9.0,4.0,17.0,1.0,14.0,5.0,8.0,2.0,6.0,3.0,,15.0,11.0,16.0,,,13.0
53,7.0,14.0,10.0,9.0,4.0,17.0,1.0,13.0,5.0,8.0,2.0,6.0,3.0,,15.0,11.0,16.0,,,12.0
54,7.0,17.0,9.0,10.0,4.0,16.0,1.0,13.0,5.0,8.0,2.0,6.0,3.0,,14.0,11.0,15.0,,,12.0
55,7.0,17.0,9.0,10.0,4.0,16.0,1.0,13.0,5.0,8.0,2.0,6.0,3.0,,14.0,11.0,15.0,,,12.0
56,7.0,17.0,9.0,10.0,4.0,16.0,1.0,13.0,5.0,8.0,2.0,6.0,3.0,,14.0,11.0,15.0,,,12.0
57,7.0,17.0,9.0,10.0,4.0,16.0,1.0,14.0,5.0,8.0,2.0,6.0,3.0,,13.0,12.0,15.0,,,11.0
58,9.0,,8.0,10.0,4.0,,1.0,,5.0,7.0,2.0,6.0,3.0,,,12.0,,,,11.0
