Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
25,14.0,10.0,17.0,16.0,4.0,18.0,1.0,8.0,9.0,6.0,,12.0,13.0,2.0,11.0,5.0,7.0,3.0,19.0,15.0
26,14.0,11.0,16.0,15.0,4.0,17.0,1.0,8.0,9.0,6.0,,12.0,13.0,2.0,10.0,5.0,7.0,3.0,18.0,19.0
27,14.0,10.0,16.0,15.0,4.0,17.0,1.0,7.0,8.0,6.0,,11.0,12.0,2.0,9.0,5.0,13.0,3.0,18.0,19.0
28,13.0,12.0,15.0,14.0,4.0,16.0,3.0,7.0,9.0,6.0,,10.0,11.0,1.0,8.0,5.0,18.0,2.0,17.0,19.0
29,12.0,18.0,14.0,13.0,4.0,15.0,2.0,7.0,9.0,6.0,,10.0,11.0,3.0,8.0,5.0,17.0,1.0,16.0,19.0
30,12.0,18.0,14.0,13.0,5.0,16.0,2.0,6.0,9.0,4.0,,11.0,10.0,3.0,8.0,7.0,17.0,1.0,15.0,19.0
31,11.0,18.0,13.0,12.0,4.0,16.0,2.0,6.0,8.0,5.0,,10.0,9.0,3.0,7.0,15.0,17.0,1.0,14.0,19.0
32,11.0,18.0,13.0,12.0,4.0,16.0,2.0,6.0,8.0,5.0,,10.0,9.0,3.0,7.0,15.0,17.0,1.0,14.0,19.0
33,11.0,17.0,13.0,12.0,4.0,19.0,2.0,7.0,8.0,5.0,,10.0,9.0,3.0,6.0,15.0,16.0,1.0,14.0,18.0
34,11.0,16.0,13.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,3.0,6.0,15.0,17.0,2.0,14.0,18.0
35,11.0,16.0,13.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,3.0,6.0,15.0,17.0,2.0,14.0,18.0
36,11.0,16.0,13.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,3.0,6.0,15.0,17.0,2.0,14.0,18.0
37,11.0,16.0,13.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,2.0,6.0,15.0,17.0,3.0,14.0,18.0
38,11.0,16.0,14.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,2.0,6.0,15.0,18.0,3.0,13.0,17.0
39,11.0,16.0,14.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,2.0,6.0,15.0,18.0,3.0,13.0,17.0
40,11.0,14.0,15.0,12.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,2.0,6.0,13.0,17.0,3.0,18.0,16.0
41,11.0,12.0,18.0,14.0,4.0,19.0,1.0,7.0,8.0,5.0,,10.0,9.0,2.0,6.0,13.0,16.0,3.0,17.0,15.0
42,10.0,11.0,17.0,18.0,4.0,19.0,1.0,8.0,7.0,5.0,,9.0,14.0,2.0,6.0,12.0,15.0,3.0,16.0,13.0
43,16.0,9.0,17.0,18.0,4.0,19.0,1.0,13.0,7.0,5.0,,8.0,11.0,2.0,6.0,10.0,14.0,3.0,15.0,12.0
44,16.0,9.0,17.0,18.0,4.0,19.0,1.0,13.0,7.0,5.0,,8.0,11.0,2.0,6.0,10.0,14.0,3.0,15.0,12.0
45,15.0,7.0,16.0,18.0,4.0,19.0,1.0,11.0,14.0,5.0,,6.0,8.0,2.0,10.0,9.0,13.0,3.0,17.0,12.0
46,15.0,5.0,16.0,17.0,4.0,19.0,1.0,10.0,13.0,6.0,,14.0,7.0,2.0,9.0,8.0,12.0,3.0,18.0,11.0
47,14.0,5.0,16.0,17.0,4.0,19.0,1.0,10.0,11.0,6.0,,13.0,7.0,2.0,9.0,8.0,15.0,3.0,18.0,12.0
48,13.0,5.0,14.0,15.0,4.0,19.0,1.0,9.0,11.0,6.0,,12.0,7.0,2.0,8.0,10.0,16.0,3.0,17.0,18.0
49,13.0,5.0,14.0,15.0,4.0,,1.0,9.0,10.0,6.0,,11.0,7.0,2.0,8.0,12.0,16.0,3.0,17.0,18.0
50,12.0,5.0,13.0,14.0,4.0,,1.0,9.0,10.0,6.0,,11.0,7.0,2.0,8.0,15.0,16.0,3.0,17.0,18.0
51,12.0,5.0,13.0,14.0,4.0,,3.0,9.0,10.0,6.0,,11.0,7.0,1.0,8.0,15.0,16.0,2.0,18.0,17.0
52,12.0,5.0,13.0,14.0,4.0,,2.0,9.0,10.0,6.0,,11.0,7.0,3.0,8.0,15.0,16.0,1.0,18.0,17.0
53,12.0,6.0,13.0,14.0,4.0,,2.0,9.0,10.0,5.0,,11.0,7.0,3.0,8.0,15.0,16.0,1.0,18.0,17.0
54,12.0,6.0,13.0,14.0,4.0,,1.0,9.0,10.0,5.0,,11.0,7.0,3.0,8.0,15.0,16.0,2.0,18.0,17.0
55,12.0,7.0,13.0,14.0,4.0,,1.0,9.0,10.0,5.0,,11.0,6.0,3.0,8.0,15.0,17.0,2.0,18.0,16.0
56,12.0,7.0,13.0,14.0,4.0,,1.0,9.0,10.0,5.0,,11.0,6.0,3.0,8.0,15.0,17.0,2.0,18.0,16.0
57,11.0,6.0,12.0,13.0,3.0,,1.0,8.0,9.0,4.0,,10.0,5.0,,7.0,14.0,16.0,2.0,17.0,15.0
58,11.0,6.0,12.0,13.0,3.0,,1.0,8.0,9.0,4.0,,10.0,5.0,,7.0,14.0,16.0,2.0,17.0,15.0
59,11.0,10.0,12.0,13.0,3.0,,1.0,7.0,8.0,4.0,,9.0,5.0,,6.0,14.0,16.0,2.0,17.0,15.0
60,10.0,14.0,11.0,12.0,3.0,,1.0,7.0,8.0,4.0,,9.0,5.0,,6.0,13.0,16.0,2.0,17.0,15.0
61,10.0,14.0,11.0,12.0,3.0,,1.0,7.0,8.0,4.0,,9.0,5.0,,6.0,13.0,16.0,2.0,17.0,15.0
62,10.0,13.0,11.0,12.0,3.0,,1.0,7.0,8.0,5.0,,9.0,4.0,,6.0,14.0,16.0,2.0,17.0,15.0
63,10.0,12.0,11.0,13.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,14.0,16.0,2.0,17.0,15.0
64,10.0,12.0,11.0,13.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,14.0,16.0,2.0,17.0,15.0
65,11.0,12.0,10.0,14.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,13.0,16.0,2.0,17.0,15.0
66,11.0,12.0,10.0,14.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,13.0,16.0,2.0,17.0,15.0
67,11.0,12.0,10.0,14.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,13.0,16.0,2.0,17.0,15.0
68,12.0,11.0,10.0,15.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,13.0,17.0,2.0,16.0,14.0
69,12.0,11.0,10.0,15.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,13.0,17.0,2.0,16.0,14.0
70,12.0,11.0,10.0,15.0,3.0,,1.0,8.0,7.0,5.0,,9.0,4.0,,6.0,13.0,17.0,2.0,16.0,14.0
71,,,,,3.0,,1.0,,,5.0,,,4.0,,,,,2.0,,
