Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
34,16.0,10.0,6.0,9.0,7.0,19.0,2.0,12.0,15.0,8.0,4.0,17.0,5.0,3.0,13.0,11.0,18.0,1.0,14.0,
35,16.0,10.0,6.0,9.0,7.0,19.0,2.0,13.0,15.0,8.0,4.0,17.0,5.0,3.0,12.0,11.0,18.0,1.0,14.0,
36,16.0,10.0,6.0,9.0,7.0,19.0,2.0,13.0,14.0,8.0,4.0,17.0,5.0,3.0,12.0,11.0,18.0,1.0,15.0,
37,16.0,10.0,6.0,9.0,7.0,19.0,2.0,13.0,14.0,8.0,4.0,17.0,5.0,3.0,12.0,11.0,18.0,1.0,15.0,
38,16.0,10.0,6.0,9.0,7.0,19.0,2.0,13.0,14.0,8.0,4.0,17.0,5.0,3.0,12.0,11.0,18.0,1.0,15.0,
39,16.0,10.0,6.0,9.0,7.0,19.0,2.0,13.0,14.0,8.0,4.0,17.0,5.0,3.0,12.0,11.0,18.0,1.0,15.0,
40,15.0,9.0,6.0,11.0,7.0,18.0,2.0,13.0,,8.0,4.0,16.0,5.0,3.0,12.0,10.0,17.0,1.0,14.0,
41,14.0,9.0,5.0,15.0,6.0,18.0,2.0,12.0,,8.0,4.0,16.0,7.0,3.0,10.0,11.0,17.0,1.0,13.0,
42,12.0,9.0,5.0,16.0,6.0,18.0,2.0,11.0,,8.0,4.0,15.0,7.0,3.0,10.0,13.0,17.0,1.0,14.0,
43,12.0,8.0,5.0,16.0,6.0,17.0,2.0,11.0,,10.0,4.0,15.0,7.0,3.0,9.0,13.0,18.0,1.0,14.0,
44,11.0,8.0,5.0,16.0,6.0,17.0,2.0,13.0,,10.0,4.0,15.0,7.0,3.0,9.0,12.0,18.0,1.0,14.0,
45,11.0,8.0,5.0,16.0,6.0,17.0,2.0,13.0,,10.0,4.0,15.0,7.0,3.0,9.0,12.0,18.0,1.0,14.0,
46,11.0,8.0,5.0,,6.0,16.0,2.0,13.0,,10.0,4.0,15.0,7.0,3.0,9.0,12.0,17.0,1.0,14.0,
47,11.0,8.0,5.0,,6.0,16.0,2.0,13.0,,10.0,4.0,15.0,7.0,3.0,9.0,12.0,17.0,1.0,14.0,
48,11.0,8.0,5.0,,6.0,16.0,2.0,14.0,,10.0,4.0,13.0,7.0,3.0,9.0,15.0,17.0,1.0,12.0,
49,11.0,8.0,5.0,,6.0,16.0,2.0,14.0,,10.0,4.0,13.0,7.0,3.0,9.0,15.0,17.0,1.0,12.0,
50,12.0,8.0,7.0,,5.0,17.0,2.0,15.0,,10.0,4.0,13.0,6.0,3.0,9.0,14.0,16.0,1.0,11.0,
51,12.0,8.0,7.0,,6.0,17.0,2.0,14.0,,10.0,4.0,13.0,5.0,3.0,9.0,15.0,16.0,1.0,11.0,
52,12.0,8.0,7.0,,6.0,17.0,2.0,14.0,,10.0,4.0,13.0,5.0,3.0,9.0,15.0,16.0,1.0,11.0,
53,12.0,8.0,7.0,,6.0,17.0,2.0,14.0,,10.0,4.0,13.0,5.0,3.0,9.0,15.0,16.0,1.0,11.0,
54,12.0,8.0,7.0,,6.0,17.0,2.0,14.0,,11.0,4.0,13.0,5.0,3.0,10.0,15.0,16.0,1.0,9.0,
55,10.0,8.0,7.0,,6.0,15.0,2.0,11.0,,9.0,4.0,13.0,5.0,3.0,16.0,12.0,14.0,1.0,,
56,10.0,8.0,7.0,,6.0,15.0,2.0,11.0,,9.0,4.0,13.0,5.0,3.0,16.0,12.0,14.0,1.0,,
57,10.0,8.0,7.0,,6.0,15.0,2.0,13.0,,9.0,4.0,11.0,5.0,3.0,16.0,12.0,14.0,1.0,,
