Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
17,13.0,6.0,16.0,14.0,2.0,15.0,1.0,17.0,7.0,8.0,3.0,9.0,4.0,10.0,18.0,11.0,20.0,5.0,12.0,19.0
18,12.0,4.0,15.0,13.0,1.0,14.0,,16.0,6.0,7.0,2.0,9.0,3.0,8.0,17.0,10.0,19.0,5.0,11.0,18.0
19,13.0,5.0,15.0,14.0,1.0,8.0,,17.0,7.0,11.0,3.0,9.0,4.0,10.0,18.0,12.0,,2.0,6.0,16.0
20,11.0,5.0,15.0,13.0,2.0,14.0,,17.0,6.0,9.0,3.0,7.0,4.0,8.0,18.0,10.0,,1.0,12.0,16.0
21,11.0,5.0,14.0,12.0,2.0,15.0,,17.0,6.0,9.0,3.0,7.0,4.0,8.0,18.0,10.0,,1.0,13.0,16.0
22,11.0,5.0,14.0,12.0,2.0,15.0,,17.0,7.0,9.0,3.0,8.0,4.0,6.0,18.0,10.0,,1.0,13.0,16.0
23,11.0,6.0,14.0,12.0,2.0,15.0,,16.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,13.0,18.0
24,11.0,6.0,14.0,12.0,2.0,16.0,,15.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,13.0,18.0
25,11.0,6.0,14.0,12.0,2.0,16.0,,15.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,13.0,18.0
26,11.0,6.0,14.0,12.0,2.0,16.0,,15.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,13.0,18.0
27,11.0,6.0,14.0,12.0,2.0,16.0,,15.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,13.0,18.0
28,11.0,6.0,14.0,12.0,2.0,16.0,,15.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,13.0,18.0
29,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,12.0,18.0
30,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,4.0,5.0,17.0,10.0,,1.0,12.0,18.0
31,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,17.0,10.0,,1.0,12.0,18.0
32,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,17.0,10.0,,1.0,12.0,18.0
33,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,17.0,10.0,,1.0,12.0,18.0
34,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,17.0,10.0,,1.0,12.0,18.0
35,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,17.0,10.0,,1.0,12.0,18.0
36,11.0,6.0,13.0,15.0,2.0,16.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,17.0,10.0,,1.0,12.0,18.0
37,11.0,6.0,17.0,13.0,2.0,15.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,16.0,10.0,,1.0,12.0,18.0
38,11.0,6.0,17.0,13.0,2.0,15.0,,14.0,7.0,9.0,3.0,8.0,5.0,4.0,16.0,10.0,,1.0,12.0,18.0
39,11.0,6.0,15.0,13.0,2.0,16.0,,,7.0,9.0,3.0,8.0,5.0,4.0,14.0,10.0,,1.0,12.0,17.0
40,12.0,6.0,15.0,13.0,2.0,16.0,,,7.0,9.0,3.0,8.0,5.0,4.0,14.0,10.0,,1.0,11.0,17.0
41,12.0,6.0,15.0,13.0,2.0,16.0,,,7.0,9.0,3.0,8.0,5.0,4.0,14.0,10.0,,1.0,11.0,17.0
42,12.0,6.0,15.0,13.0,2.0,,,,7.0,9.0,4.0,8.0,5.0,3.0,14.0,10.0,,1.0,11.0,16.0
43,12.0,5.0,15.0,13.0,2.0,,,,6.0,9.0,3.0,8.0,4.0,7.0,14.0,10.0,,1.0,11.0,16.0
44,12.0,5.0,15.0,13.0,2.0,,,,6.0,9.0,3.0,8.0,4.0,7.0,14.0,10.0,,1.0,11.0,16.0
45,12.0,5.0,15.0,13.0,2.0,,,,6.0,9.0,3.0,8.0,4.0,7.0,14.0,10.0,,1.0,11.0,16.0
46,12.0,5.0,15.0,13.0,2.0,,,,7.0,8.0,3.0,9.0,4.0,6.0,14.0,10.0,,1.0,11.0,16.0
47,12.0,5.0,15.0,13.0,2.0,,,,7.0,8.0,3.0,9.0,4.0,6.0,14.0,10.0,,1.0,11.0,16.0
48,13.0,6.0,15.0,12.0,2.0,,,,7.0,8.0,3.0,9.0,4.0,5.0,14.0,10.0,,1.0,11.0,
49,13.0,6.0,15.0,12.0,2.0,,,,7.0,8.0,3.0,9.0,4.0,5.0,14.0,10.0,,1.0,11.0,
50,13.0,6.0,15.0,12.0,2.0,,,,7.0,8.0,3.0,9.0,4.0,5.0,14.0,10.0,,1.0,11.0,
51,13.0,6.0,15.0,12.0,2.0,,,,7.0,8.0,4.0,9.0,3.0,5.0,14.0,10.0,,1.0,11.0,
52,13.0,6.0,15.0,12.0,2.0,,,,7.0,8.0,4.0,9.0,3.0,5.0,14.0,10.0,,1.0,11.0,
53,13.0,6.0,14.0,12.0,2.0,,,,7.0,8.0,4.0,9.0,3.0,5.0,15.0,10.0,,1.0,11.0,
