Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
58,17.0,8.0,10.0,13.0,4.0,19.0,6.0,16.0,7.0,9.0,5.0,14.0,2.0,3.0,15.0,11.0,20.0,1.0,12.0,18.0
59,18.0,8.0,10.0,13.0,4.0,19.0,6.0,16.0,7.0,9.0,5.0,14.0,2.0,3.0,15.0,11.0,20.0,1.0,12.0,17.0
60,18.0,8.0,10.0,13.0,4.0,19.0,6.0,16.0,7.0,9.0,5.0,14.0,2.0,3.0,15.0,11.0,20.0,1.0,12.0,17.0
61,18.0,8.0,10.0,13.0,4.0,19.0,6.0,16.0,7.0,9.0,5.0,14.0,2.0,3.0,15.0,11.0,20.0,1.0,12.0,17.0
62,18.0,8.0,10.0,13.0,4.0,19.0,6.0,16.0,7.0,9.0,5.0,14.0,2.0,3.0,15.0,11.0,20.0,1.0,12.0,17.0
63,18.0,8.0,12.0,13.0,4.0,19.0,6.0,17.0,7.0,9.0,5.0,14.0,2.0,3.0,15.0,10.0,20.0,1.0,11.0,16.0
64,18.0,8.0,12.0,13.0,3.0,19.0,6.0,17.0,7.0,9.0,5.0,14.0,2.0,4.0,15.0,10.0,20.0,1.0,11.0,16.0
65,18.0,8.0,12.0,13.0,3.0,19.0,6.0,17.0,7.0,9.0,5.0,14.0,2.0,4.0,15.0,10.0,20.0,1.0,11.0,16.0
66,17.0,8.0,,12.0,2.0,18.0,6.0,16.0,7.0,9.0,5.0,13.0,3.0,4.0,14.0,11.0,19.0,1.0,10.0,15.0
67,17.0,8.0,,12.0,2.0,18.0,6.0,16.0,7.0,9.0,5.0,13.0,3.0,4.0,14.0,11.0,19.0,1.0,10.0,15.0
68,17.0,8.0,,12.0,2.0,18.0,6.0,16.0,7.0,9.0,5.0,13.0,3.0,4.0,14.0,11.0,19.0,1.0,10.0,15.0
69,16.0,8.0,,12.0,2.0,18.0,6.0,17.0,7.0,9.0,5.0,13.0,3.0,4.0,14.0,11.0,,1.0,10.0,15.0
70,,,,,2.0,,6.0,,7.0,,5.0,,3.0,4.0,,,,1.0,,
