Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
17,16.0,7.0,10.0,12.0,9.0,20.0,1.0,11.0,4.0,8.0,5.0,13.0,6.0,2.0,17.0,19.0,18.0,3.0,15.0,14.0
18,16.0,6.0,10.0,12.0,9.0,19.0,1.0,11.0,7.0,8.0,4.0,13.0,5.0,2.0,20.0,18.0,17.0,3.0,14.0,15.0
19,19.0,6.0,10.0,12.0,9.0,18.0,3.0,11.0,7.0,8.0,2.0,13.0,5.0,1.0,20.0,17.0,16.0,4.0,14.0,15.0
20,18.0,6.0,10.0,11.0,9.0,19.0,3.0,12.0,7.0,8.0,2.0,16.0,5.0,1.0,20.0,14.0,15.0,4.0,13.0,17.0
21,17.0,6.0,13.0,10.0,9.0,19.0,3.0,,7.0,8.0,2.0,15.0,5.0,1.0,18.0,12.0,14.0,4.0,11.0,16.0
22,16.0,7.0,13.0,10.0,8.0,19.0,4.0,,5.0,9.0,1.0,14.0,6.0,3.0,18.0,12.0,15.0,2.0,11.0,17.0
23,19.0,7.0,12.0,13.0,8.0,18.0,4.0,,5.0,10.0,1.0,14.0,6.0,2.0,17.0,11.0,15.0,3.0,9.0,16.0
24,19.0,7.0,11.0,13.0,8.0,18.0,4.0,,6.0,9.0,1.0,14.0,5.0,2.0,17.0,10.0,15.0,3.0,12.0,16.0
25,19.0,7.0,10.0,12.0,8.0,18.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,17.0,14.0,15.0,3.0,11.0,16.0
26,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
27,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
28,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
29,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
30,16.0,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,16.0,16.0,3.0,11.0,16.0
31,18.0,7.0,7.0,7.0,7.0,17.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,14.0,15.0,7.0,7.0,16.0
32,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
33,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
34,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
35,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
36,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
37,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
38,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
39,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
40,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
41,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
42,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
43,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
44,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
45,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
46,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
47,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
48,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
49,18.0,7.0,10.0,12.0,8.0,17.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,16.0
50,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
51,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
52,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
53,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
54,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
55,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
56,,7.0,10.0,12.0,8.0,16.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,15.0,3.0,11.0,17.0
57,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
58,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
59,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
60,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
61,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
62,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
63,,7.0,10.0,12.0,8.0,15.0,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,17.0,3.0,11.0,16.0
64,,7.0,10.0,12.0,8.0,,4.0,,6.0,9.0,1.0,13.0,5.0,2.0,,14.0,,3.0,11.0,
